subscription_id,account_id,plan_id,started_at,ended_at,status,seats,mrr
S002773,A002773,PLN_GROWTH,2025-10-08,,active,17,199
S002774,A002774,PLN_STARTER,2025-08-02,,active,4,49
S002775,A002775,PLN_SCALE,2024-12-13,,active,69,799
S002776,A002776,PLN_STARTER,2023-03-22,2024-10-17,cancelled,4,49
S002777,A002777,PLN_STARTER,2023-10-31,2025-02-04,cancelled,1,49
S002778,A002778,PLN_STARTER,2024-02-15,,active,1,49
S002779,A002779,PLN_GROWTH,2024-02-26,2025-08-02,cancelled,8,199
S002780,A002780,PLN_STARTER,2024-10-30,,active,2,49
S002781,A002781,PLN_GROWTH,2024-07-25,2025-05-15,cancelled,15,199
S002782,A002782,PLN_SCALE,2025-01-26,,active,72,799
S002783,A002783,PLN_GROWTH,2025-10-14,,active,24,231
S002784,A002784,PLN_STARTER,2023-08-04,2024-07-12,cancelled,3,49
S002785,A002785,PLN_SCALE,2025-09-12,,active,74,799
S002786,A002786,PLN_STARTER,2023-12-05,,active,4,49
S002787,A002787,PLN_STARTER,2023-09-14,,active,5,49
S002788,A002788,PLN_STARTER,2025-03-26,,active,2,49
S002789,A002789,PLN_SCALE,2024-08-01,,active,112,871
S002790,A002790,PLN_GROWTH,2024-02-18,,active,19,199
S002791,A002791,PLN_GROWTH,2023-07-16,,active,13,199
S002792,A002792,PLN_STARTER,2023-06-14,,active,6,59
S002793,A002793,PLN_STARTER,2023-06-23,,active,6,59
S002794,A002794,PLN_STARTER,2023-09-12,,active,5,49
S002795,A002795,PLN_GROWTH,2024-02-08,,active,8,199
S002796,A002796,PLN_GROWTH,2023-04-22,,active,9,199
S002797,A002797,PLN_GROWTH,2024-01-03,,active,8,199
S002798,A002798,PLN_STARTER,2023-04-29,,active,5,49
S002799,A002799,PLN_STARTER,2025-01-29,,active,5,49
S002800,A002800,PLN_GROWTH,2023-03-09,,active,23,223
S002801,A002801,PLN_STARTER,2025-10-06,,active,2,49
S002802,A002802,PLN_ENTERPRISE,2025-02-28,,active,420,2499
S002803,A002803,PLN_GROWTH,2024-03-21,2024-10-08,cancelled,25,239
S002804,A002804,PLN_GROWTH,2024-06-02,2025-12-27,cancelled,14,199
S002805,A002805,PLN_STARTER,2024-08-31,,active,2,49
S002806,A002806,PLN_GROWTH,2024-11-14,,active,15,199
S002807,A002807,PLN_STARTER,2024-07-17,,active,2,49
S002808,A002808,PLN_GROWTH,2025-02-09,,active,8,199
S002809,A002809,PLN_GROWTH,2024-05-15,,active,16,199
S002810,A002810,PLN_STARTER,2024-07-18,,active,3,49
S002811,A002811,PLN_STARTER,2025-09-18,,active,2,49
S002812,A002812,PLN_STARTER,2025-09-01,,active,3,49
S002813,A002813,PLN_ENTERPRISE,2025-09-26,,active,429,2499
S002814,A002814,PLN_ENTERPRISE,2023-03-15,2023-11-01,cancelled,442,2499
S002815,A002815,PLN_GROWTH,2024-01-11,,active,13,199
S002816,A002816,PLN_STARTER,2025-03-01,,active,6,59
S002817,A002817,PLN_STARTER,2025-03-13,,active,3,49
S002818,A002818,PLN_STARTER,2025-01-29,,active,4,49
S002819,A002819,PLN_GROWTH,2023-08-17,2024-09-24,cancelled,26,247
S002820,A002820,PLN_GROWTH,2025-10-15,,active,15,199
S002821,A002821,PLN_STARTER,2024-04-08,,active,3,49
S002822,A002822,PLN_STARTER,2024-08-05,,active,6,59
S002823,A002823,PLN_GROWTH,2023-06-17,2023-11-27,cancelled,8,199
S002824,A002824,PLN_STARTER,2023-01-31,,active,6,59
S002825,A002825,PLN_GROWTH,2024-09-12,,active,9,199
S002826,A002826,PLN_STARTER,2024-04-10,2025-08-07,cancelled,3,49
S002827,A002827,PLN_SCALE,2025-06-19,,active,75,799
S002828,A002828,PLN_STARTER,2025-10-01,,active,4,49
S002829,A002829,PLN_GROWTH,2023-04-06,,active,15,199
S002830,A002830,PLN_GROWTH,2025-09-28,,active,12,199
S002831,A002831,PLN_ENTERPRISE,2025-05-11,,active,240,2499
S002832,A002832,PLN_GROWTH,2025-04-29,,active,23,223
S002833,A002833,PLN_STARTER,2023-08-12,,active,2,49
S002834,A002834,PLN_STARTER,2023-06-08,,active,3,49
S002835,A002835,PLN_SCALE,2024-11-20,2025-04-19,cancelled,129,973
S002836,A002836,PLN_STARTER,2024-12-15,,active,5,49
S002837,A002837,PLN_STARTER,2024-06-18,,active,6,59
S002838,A002838,PLN_STARTER,2024-04-14,2024-08-14,cancelled,5,49
S002839,A002839,PLN_GROWTH,2025-02-22,,active,9,199
S002840,A002840,PLN_GROWTH,2024-09-25,,active,19,199
S002841,A002841,PLN_STARTER,2025-03-17,,active,6,59
S002842,A002842,PLN_STARTER,2025-09-12,,active,6,59
S002843,A002843,PLN_SCALE,2023-06-17,2024-01-31,cancelled,103,817
S002844,A002844,PLN_GROWTH,2024-11-11,,active,16,199
S002845,A002845,PLN_STARTER,2024-09-20,,active,5,49
S002846,A002846,PLN_STARTER,2023-11-17,,active,4,49
S002847,A002847,PLN_STARTER,2024-10-05,,active,2,49
S002848,A002848,PLN_STARTER,2025-08-29,,active,4,49
S002849,A002849,PLN_GROWTH,2024-08-16,,active,8,199
S002850,A002850,PLN_ENTERPRISE,2025-01-22,,active,219,2499
S002851,A002851,PLN_STARTER,2025-02-05,,active,6,59
S002852,A002852,PLN_STARTER,2025-01-31,,active,2,49
S002853,A002853,PLN_STARTER,2023-01-27,2023-05-25,cancelled,4,49
S002854,A002854,PLN_STARTER,2024-12-23,,active,4,49
S002855,A002855,PLN_STARTER,2025-07-02,,active,5,49
S002856,A002856,PLN_STARTER,2025-02-09,,active,6,59
S002857,A002857,PLN_STARTER,2023-09-20,,active,5,49
S002858,A002858,PLN_SCALE,2024-07-23,2025-08-24,cancelled,98,799
S002859,A002859,PLN_STARTER,2023-04-03,2024-12-16,cancelled,3,49
S002860,A002860,PLN_STARTER,2024-05-06,2024-09-27,cancelled,2,49
S002861,A002861,PLN_STARTER,2024-12-11,,active,3,49
S002862,A002862,PLN_GROWTH,2024-04-09,2024-07-31,cancelled,23,223
S002863,A002863,PLN_STARTER,2024-12-19,2025-05-22,cancelled,5,49
S002864,A002864,PLN_STARTER,2025-08-09,,active,2,49
S002865,A002865,PLN_SCALE,2023-03-27,,active,73,799
S002866,A002866,PLN_STARTER,2023-06-02,,active,3,49
S002867,A002867,PLN_STARTER,2024-03-25,,active,5,49
S002868,A002868,PLN_GROWTH,2023-08-31,2024-03-22,cancelled,20,199
S002869,A002869,PLN_STARTER,2023-10-19,2024-10-26,cancelled,5,49
S002870,A002870,PLN_STARTER,2023-02-28,2024-03-07,cancelled,2,49
S002871,A002871,PLN_ENTERPRISE,2024-07-06,,active,231,2499
S002872,A002872,PLN_ENTERPRISE,2025-04-25,,active,522,2587
S002873,A002873,PLN_ENTERPRISE,2025-03-09,,active,458,2499
S002874,A002874,PLN_STARTER,2024-09-09,,active,5,49
S002875,A002875,PLN_STARTER,2023-05-03,,active,3,49
S002876,A002876,PLN_STARTER,2024-04-09,,active,2,49
S002877,A002877,PLN_STARTER,2025-05-17,,active,6,59
S002878,A002878,PLN_STARTER,2024-05-30,,active,6,59
S002879,A002879,PLN_STARTER,2025-02-23,,active,2,49
S002880,A002880,PLN_GROWTH,2024-05-19,,active,8,199
S002881,A002881,PLN_GROWTH,2023-05-09,,active,7,199
S002882,A002882,PLN_STARTER,2024-02-08,,active,1,49
S002883,A002883,PLN_STARTER,2023-03-08,,active,4,49
S002884,A002884,PLN_GROWTH,2024-12-30,,active,19,199
S002885,A002885,PLN_STARTER,2025-06-17,,active,4,49
S002886,A002886,PLN_GROWTH,2024-09-19,,active,18,199
S002887,A002887,PLN_GROWTH,2024-08-01,,active,19,199
S002888,A002888,PLN_SCALE,2023-01-30,,active,48,799
S002889,A002889,PLN_GROWTH,2024-10-08,,active,15,199
S002890,A002890,PLN_STARTER,2024-04-18,,active,2,49
S002891,A002891,PLN_ENTERPRISE,2024-07-23,,active,312,2499
S002892,A002892,PLN_GROWTH,2024-09-17,,active,24,231
S002893,A002893,PLN_GROWTH,2025-04-07,,active,26,247
S002894,A002894,PLN_SCALE,2023-07-02,,active,42,799
S002895,A002895,PLN_GROWTH,2023-06-21,2025-02-25,cancelled,11,199
S002896,A002896,PLN_GROWTH,2024-01-22,2025-09-23,cancelled,10,199
S002897,A002897,PLN_STARTER,2025-02-09,2025-08-29,cancelled,2,49
S002898,A002898,PLN_STARTER,2024-04-11,,active,5,49
S002899,A002899,PLN_SCALE,2023-09-25,,active,124,943
S002900,A002900,PLN_GROWTH,2023-08-10,2024-04-06,cancelled,21,207
S002901,A002901,PLN_STARTER,2023-12-07,,active,2,49
S002902,A002902,PLN_GROWTH,2023-04-09,,active,19,199
S002903,A002903,PLN_STARTER,2025-04-29,,active,2,49
S002904,A002904,PLN_STARTER,2023-03-26,2025-01-01,cancelled,5,49
S002905,A002905,PLN_STARTER,2023-06-05,,active,4,49
S002906,A002906,PLN_STARTER,2024-12-24,,active,2,49
S002907,A002907,PLN_STARTER,2024-09-30,,active,2,49
S002908,A002908,PLN_STARTER,2024-12-12,,active,4,49
S002909,A002909,PLN_STARTER,2024-10-28,,active,4,49
S002910,A002910,PLN_STARTER,2024-08-28,,active,6,59
S002911,A002911,PLN_STARTER,2025-09-06,,active,4,49
S002912,A002912,PLN_GROWTH,2023-07-26,,active,9,199
S002913,A002913,PLN_GROWTH,2023-05-08,,active,11,199
S002914,A002914,PLN_GROWTH,2023-07-25,,active,22,215
S002915,A002915,PLN_STARTER,2023-08-20,,active,6,59
S002916,A002916,PLN_STARTER,2023-04-09,,active,6,59
S002917,A002917,PLN_STARTER,2023-12-22,2025-07-22,cancelled,4,49
S002918,A002918,PLN_STARTER,2024-11-06,,active,4,49
S002919,A002919,PLN_GROWTH,2025-07-12,,active,9,199
S002920,A002920,PLN_STARTER,2025-02-09,,active,2,49
S002921,A002921,PLN_STARTER,2023-07-12,2024-06-09,cancelled,5,49
S002922,A002922,PLN_STARTER,2025-06-28,,active,2,49
S002923,A002923,PLN_ENTERPRISE,2025-08-12,,active,290,2499
S002924,A002924,PLN_STARTER,2023-06-19,,active,2,49
S002925,A002925,PLN_GROWTH,2023-07-02,,active,18,199
S002926,A002926,PLN_STARTER,2025-10-04,,active,3,49
S002927,A002927,PLN_STARTER,2024-07-01,,active,4,49
S002928,A002928,PLN_GROWTH,2025-04-26,,active,8,199
S002929,A002929,PLN_STARTER,2023-10-02,,active,3,49
S002930,A002930,PLN_GROWTH,2025-08-06,,active,12,199
S002931,A002931,PLN_ENTERPRISE,2023-07-28,,active,262,2499
S002932,A002932,PLN_GROWTH,2024-04-30,,active,16,199
S002933,A002933,PLN_SCALE,2025-08-02,,active,119,913
S002934,A002934,PLN_STARTER,2025-03-09,,active,2,49
S002935,A002935,PLN_GROWTH,2024-01-30,,active,14,199
S002936,A002936,PLN_SCALE,2025-05-13,,active,129,973
S002937,A002937,PLN_GROWTH,2024-08-27,,active,7,199
S002938,A002938,PLN_STARTER,2024-10-28,2025-08-21,cancelled,5,49
S002939,A002939,PLN_STARTER,2024-03-28,,active,4,49
S002940,A002940,PLN_GROWTH,2025-06-15,,active,22,215
S002941,A002941,PLN_STARTER,2025-06-01,,active,3,49
S002942,A002942,PLN_ENTERPRISE,2023-06-10,,active,300,2499
S002943,A002943,PLN_GROWTH,2023-01-28,,active,16,199
S002944,A002944,PLN_STARTER,2024-12-31,,active,6,59
S002945,A002945,PLN_STARTER,2023-03-14,,active,5,49
S002946,A002946,PLN_GROWTH,2023-05-19,2024-07-04,cancelled,25,239
S002947,A002947,PLN_GROWTH,2024-02-04,,active,22,215
S002948,A002948,PLN_ENTERPRISE,2024-11-20,,active,493,2499
S002949,A002949,PLN_STARTER,2024-11-25,2025-12-30,cancelled,2,49
S002950,A002950,PLN_GROWTH,2023-05-18,2024-07-31,cancelled,16,199
S002951,A002951,PLN_GROWTH,2025-02-27,,active,10,199
S002952,A002952,PLN_STARTER,2024-08-05,,active,3,49
S002953,A002953,PLN_ENTERPRISE,2023-03-05,,active,219,2499
S002954,A002954,PLN_GROWTH,2024-06-25,,active,8,199
S002955,A002955,PLN_GROWTH,2025-04-24,,active,23,223
S002956,A002956,PLN_GROWTH,2025-07-15,,active,16,199
S002957,A002957,PLN_STARTER,2024-12-06,2025-09-25,cancelled,5,49
S002958,A002958,PLN_STARTER,2024-09-29,,active,5,49
S002959,A002959,PLN_SCALE,2025-08-04,,active,36,799
S002960,A002960,PLN_ENTERPRISE,2023-04-24,,active,385,2499
S002961,A002961,PLN_ENTERPRISE,2023-03-05,,active,460,2499
S002962,A002962,PLN_GROWTH,2024-05-17,,active,18,199
S002963,A002963,PLN_GROWTH,2023-04-20,,active,22,215
S002964,A002964,PLN_STARTER,2023-10-09,,active,2,49
S002965,A002965,PLN_STARTER,2024-04-17,2025-10-25,cancelled,3,49
S002966,A002966,PLN_GROWTH,2023-03-13,,active,20,199
S002967,A002967,PLN_STARTER,2025-04-03,2025-08-20,cancelled,2,49
S002968,A002968,PLN_GROWTH,2025-08-20,2025-12-20,cancelled,16,199
S002969,A002969,PLN_STARTER,2023-04-09,,active,3,49
S002970,A002970,PLN_STARTER,2024-03-23,,active,6,59
S002971,A002971,PLN_SCALE,2023-01-31,,active,49,799
S002972,A002972,PLN_SCALE,2025-09-04,,active,66,799
S002973,A002973,PLN_STARTER,2023-04-23,,active,5,49
S002974,A002974,PLN_STARTER,2025-03-13,,active,4,49
S002975,A002975,PLN_GROWTH,2023-09-23,,active,13,199
S002976,A002976,PLN_STARTER,2024-10-28,,active,1,49
S002977,A002977,PLN_ENTERPRISE,2024-02-16,,active,222,2499
S002978,A002978,PLN_GROWTH,2024-02-10,,active,10,199
S002979,A002979,PLN_GROWTH,2025-01-29,,active,10,199
S002980,A002980,PLN_GROWTH,2024-08-23,,active,17,199
S002981,A002981,PLN_GROWTH,2024-09-18,,active,16,199
S002982,A002982,PLN_ENTERPRISE,2024-08-27,,active,459,2499
S002983,A002983,PLN_GROWTH,2024-11-14,,active,12,199
S002984,A002984,PLN_SCALE,2023-06-28,2024-08-03,cancelled,126,955
S002985,A002985,PLN_STARTER,2024-08-03,,active,6,59
S002986,A002986,PLN_GROWTH,2024-10-08,,active,24,231
S002987,A002987,PLN_SCALE,2023-06-29,2025-01-22,cancelled,86,799
S002988,A002988,PLN_GROWTH,2023-08-28,,active,10,199
S002989,A002989,PLN_STARTER,2023-04-29,,active,4,49
S002990,A002990,PLN_GROWTH,2025-06-08,,active,16,199
S002991,A002991,PLN_STARTER,2023-04-05,,active,5,49
S002992,A002992,PLN_GROWTH,2024-11-29,,active,21,207
S002993,A002993,PLN_GROWTH,2024-12-20,,active,24,231
S002994,A002994,PLN_STARTER,2024-05-28,2025-12-21,cancelled,2,49
S002995,A002995,PLN_SCALE,2024-11-04,,active,102,811
S002996,A002996,PLN_STARTER,2025-06-24,,active,4,49
S002997,A002997,PLN_STARTER,2024-09-25,,active,6,59
S002998,A002998,PLN_SCALE,2025-05-08,,active,96,799
S002999,A002999,PLN_STARTER,2023-11-04,,active,3,49
S003000,A003000,PLN_STARTER,2025-09-12,,active,2,49
S003001,A003001,PLN_GROWTH,2023-07-07,,active,17,199
S003002,A003002,PLN_STARTER,2023-04-23,2024-03-21,cancelled,2,49
S003003,A003003,PLN_STARTER,2023-02-05,,active,2,49
S003004,A003004,PLN_GROWTH,2023-03-12,,active,13,199
S003005,A003005,PLN_STARTER,2023-04-19,,active,2,49
S003006,A003006,PLN_SCALE,2024-03-29,,active,52,799
S003007,A003007,PLN_ENTERPRISE,2023-11-03,,active,449,2499
S003008,A003008,PLN_STARTER,2024-12-17,,active,4,49
S003009,A003009,PLN_SCALE,2023-03-18,,active,133,997
S003010,A003010,PLN_STARTER,2024-07-10,,active,2,49
S003011,A003011,PLN_STARTER,2025-03-21,,active,3,49
S003012,A003012,PLN_GROWTH,2025-08-25,,active,16,199
S003013,A003013,PLN_GROWTH,2025-05-13,,active,18,199
S003014,A003014,PLN_GROWTH,2024-08-31,,active,14,199
S003015,A003015,PLN_STARTER,2023-03-14,,active,3,49
S003016,A003016,PLN_GROWTH,2024-06-20,,active,21,207
S003017,A003017,PLN_STARTER,2025-09-12,,active,5,49
S003018,A003018,PLN_STARTER,2024-02-01,,active,3,49
S003019,A003019,PLN_GROWTH,2023-10-26,2024-06-16,cancelled,22,215
S003020,A003020,PLN_STARTER,2024-12-25,,active,2,49
S003021,A003021,PLN_GROWTH,2025-06-11,,active,13,199
S003022,A003022,PLN_STARTER,2024-04-08,,active,4,49
S003023,A003023,PLN_STARTER,2023-02-24,,active,3,49
S003024,A003024,PLN_GROWTH,2025-04-05,,active,10,199
S003025,A003025,PLN_GROWTH,2023-05-23,,active,23,223
S003026,A003026,PLN_STARTER,2023-01-05,,active,4,49
S003027,A003027,PLN_GROWTH,2023-03-15,,active,25,239
S003028,A003028,PLN_STARTER,2025-10-21,,active,5,49
S003029,A003029,PLN_STARTER,2024-05-20,2025-03-21,cancelled,2,49
S003030,A003030,PLN_STARTER,2023-11-04,,active,2,49
S003031,A003031,PLN_GROWTH,2025-01-28,,active,21,207
S003032,A003032,PLN_GROWTH,2023-09-16,,active,21,207
S003033,A003033,PLN_SCALE,2024-11-09,,active,91,799
S003034,A003034,PLN_GROWTH,2025-05-23,,active,7,199
S003035,A003035,PLN_STARTER,2024-04-05,,active,2,49
S003036,A003036,PLN_STARTER,2024-12-10,,active,2,49
S003037,A003037,PLN_STARTER,2024-08-28,,active,3,49
S003038,A003038,PLN_GROWTH,2023-07-28,,active,24,231
S003039,A003039,PLN_STARTER,2024-04-13,,active,4,49
S003040,A003040,PLN_GROWTH,2025-04-17,,active,15,199
S003041,A003041,PLN_STARTER,2024-12-21,,active,1,49
S003042,A003042,PLN_STARTER,2023-11-09,,active,1,49
S003043,A003043,PLN_STARTER,2024-02-10,,active,2,49
S003044,A003044,PLN_ENTERPRISE,2025-05-28,,active,485,2499
S003045,A003045,PLN_ENTERPRISE,2023-10-31,,active,205,2499
S003046,A003046,PLN_STARTER,2023-07-07,2023-10-16,cancelled,4,49
S003047,A003047,PLN_SCALE,2025-07-15,,active,72,799
S003048,A003048,PLN_ENTERPRISE,2023-12-15,2025-01-02,cancelled,460,2499
S003049,A003049,PLN_GROWTH,2023-10-21,,active,17,199
S003050,A003050,PLN_ENTERPRISE,2025-02-06,,active,479,2499
S003051,A003051,PLN_STARTER,2024-08-16,2025-05-16,cancelled,2,49
S003052,A003052,PLN_STARTER,2025-02-05,,active,4,49
S003053,A003053,PLN_STARTER,2023-04-30,,active,4,49
S003054,A003054,PLN_STARTER,2024-10-28,,active,4,49
S003055,A003055,PLN_STARTER,2024-05-11,,active,5,49
S003056,A003056,PLN_STARTER,2025-02-22,,active,4,49
S003057,A003057,PLN_ENTERPRISE,2023-12-23,,active,199,2499
S003058,A003058,PLN_SCALE,2023-06-09,,active,122,931
S003059,A003059,PLN_STARTER,2025-03-27,,active,3,49
S003060,A003060,PLN_STARTER,2024-09-22,,active,4,49
S003061,A003061,PLN_SCALE,2023-09-16,,active,38,799
S003062,A003062,PLN_STARTER,2025-08-03,,active,2,49
S003063,A003063,PLN_SCALE,2024-01-27,,active,123,937
S003064,A003064,PLN_STARTER,2025-07-04,,active,4,49
S003065,A003065,PLN_ENTERPRISE,2024-09-14,,active,211,2499
S003066,A003066,PLN_STARTER,2024-02-13,2025-06-05,cancelled,4,49
S003067,A003067,PLN_GROWTH,2024-06-29,,active,13,199
S003068,A003068,PLN_GROWTH,2025-05-24,,active,20,199
S003069,A003069,PLN_STARTER,2025-08-28,,active,2,49
S003070,A003070,PLN_STARTER,2024-04-08,,active,6,59
S003071,A003071,PLN_STARTER,2024-03-23,,active,4,49
S003072,A003072,PLN_STARTER,2024-01-17,,active,2,49
S003073,A003073,PLN_STARTER,2025-10-18,,active,2,49
S003074,A003074,PLN_STARTER,2024-04-11,,active,3,49
S003075,A003075,PLN_GROWTH,2024-04-21,,active,24,231
S003076,A003076,PLN_STARTER,2023-05-04,,active,3,49
S003077,A003077,PLN_GROWTH,2025-07-22,,active,8,199
S003078,A003078,PLN_GROWTH,2025-05-14,,active,20,199
S003079,A003079,PLN_GROWTH,2024-01-24,,active,24,231
S003080,A003080,PLN_GROWTH,2023-02-22,,active,17,199
S003081,A003081,PLN_STARTER,2023-10-19,,active,5,49
S003082,A003082,PLN_STARTER,2025-09-08,,active,4,49
S003083,A003083,PLN_GROWTH,2025-10-01,,active,7,199
S003084,A003084,PLN_STARTER,2025-01-01,,active,4,49
S003085,A003085,PLN_ENTERPRISE,2024-01-12,,active,484,2499
S003086,A003086,PLN_ENTERPRISE,2024-05-02,,active,428,2499
S003087,A003087,PLN_SCALE,2025-05-23,,active,126,955
S003088,A003088,PLN_SCALE,2024-05-29,,active,122,931
S003089,A003089,PLN_GROWTH,2023-09-18,,active,17,199
S003090,A003090,PLN_STARTER,2025-03-18,,active,4,49
S003091,A003091,PLN_STARTER,2024-10-22,,active,4,49
S003092,A003092,PLN_SCALE,2024-06-22,2024-11-16,cancelled,36,799
S003093,A003093,PLN_STARTER,2025-09-15,,active,2,49
S003094,A003094,PLN_STARTER,2024-07-15,,active,2,49
S003095,A003095,PLN_GROWTH,2024-07-16,,active,20,199
S003096,A003096,PLN_STARTER,2024-10-15,,active,4,49
S003097,A003097,PLN_GROWTH,2024-12-16,2025-09-16,cancelled,19,199
S003098,A003098,PLN_GROWTH,2025-10-12,,active,13,199
S003099,A003099,PLN_STARTER,2023-06-06,,active,3,49
S003100,A003100,PLN_GROWTH,2023-05-28,2025-04-19,cancelled,19,199
S003101,A003101,PLN_ENTERPRISE,2024-09-06,,active,524,2595
S003102,A003102,PLN_GROWTH,2023-03-25,2024-04-10,cancelled,21,207
S003103,A003103,PLN_GROWTH,2025-04-08,,active,25,239
S003104,A003104,PLN_GROWTH,2023-08-22,,active,9,199
S003105,A003105,PLN_STARTER,2023-04-14,,active,5,49
S003106,A003106,PLN_STARTER,2024-09-27,,active,3,49
S003107,A003107,PLN_GROWTH,2023-10-07,,active,7,199
S003108,A003108,PLN_STARTER,2023-04-05,2023-10-03,cancelled,1,49
S003109,A003109,PLN_GROWTH,2025-07-28,,active,10,199
S003110,A003110,PLN_STARTER,2024-07-17,,active,2,49
S003111,A003111,PLN_SCALE,2025-07-23,,active,100,799
S003112,A003112,PLN_STARTER,2023-01-31,2024-03-31,cancelled,5,49
S003113,A003113,PLN_SCALE,2024-02-12,2025-11-30,cancelled,56,799
S003114,A003114,PLN_STARTER,2024-05-17,,active,5,49
S003115,A003115,PLN_GROWTH,2023-07-12,,active,13,199
S003116,A003116,PLN_STARTER,2024-08-23,,active,2,49
S003117,A003117,PLN_STARTER,2023-11-26,,active,3,49
S003118,A003118,PLN_ENTERPRISE,2024-03-30,2025-10-20,cancelled,248,2499
S003119,A003119,PLN_GROWTH,2025-03-28,,active,9,199
S003120,A003120,PLN_GROWTH,2024-02-28,,active,26,247
S003121,A003121,PLN_GROWTH,2024-12-19,,active,26,247
S003122,A003122,PLN_GROWTH,2023-07-16,2023-10-29,cancelled,20,199
S003123,A003123,PLN_STARTER,2025-09-16,,active,3,49
S003124,A003124,PLN_STARTER,2024-04-25,2025-06-09,cancelled,2,49
S003125,A003125,PLN_STARTER,2025-10-05,,active,4,49
S003126,A003126,PLN_STARTER,2025-03-25,,active,4,49
S003127,A003127,PLN_SCALE,2025-05-13,,active,105,829
S003128,A003128,PLN_ENTERPRISE,2025-01-18,2025-11-24,cancelled,337,2499
S003129,A003129,PLN_GROWTH,2023-05-18,2025-03-23,cancelled,10,199
S003130,A003130,PLN_GROWTH,2024-12-21,,active,26,247
S003131,A003131,PLN_STARTER,2023-09-08,2024-04-05,cancelled,3,49
S003132,A003132,PLN_SCALE,2024-04-02,,active,91,799
S003133,A003133,PLN_STARTER,2024-10-02,2025-04-06,cancelled,3,49
S003134,A003134,PLN_GROWTH,2023-12-19,,active,20,199
S003135,A003135,PLN_GROWTH,2025-03-06,,active,9,199
S003136,A003136,PLN_STARTER,2023-05-21,,active,6,59
S003137,A003137,PLN_GROWTH,2024-12-06,,active,24,231
S003138,A003138,PLN_GROWTH,2023-09-07,2024-01-23,cancelled,22,215
S003139,A003139,PLN_STARTER,2024-02-07,,active,3,49
S003140,A003140,PLN_STARTER,2024-05-11,,active,3,49
S003141,A003141,PLN_STARTER,2024-04-12,2025-04-11,cancelled,4,49
S003142,A003142,PLN_GROWTH,2025-07-30,,active,20,199
S003143,A003143,PLN_STARTER,2023-06-23,2024-11-12,cancelled,6,59
S003144,A003144,PLN_STARTER,2023-12-19,,active,4,49
S003145,A003145,PLN_STARTER,2023-10-04,,active,5,49
S003146,A003146,PLN_STARTER,2025-01-30,,active,4,49
S003147,A003147,PLN_ENTERPRISE,2023-12-07,2024-12-29,cancelled,520,2579
S003148,A003148,PLN_STARTER,2025-09-11,,active,6,59
S003149,A003149,PLN_GROWTH,2024-03-15,,active,11,199
S003150,A003150,PLN_STARTER,2023-12-19,,active,3,49
S003151,A003151,PLN_SCALE,2024-10-24,,active,88,799
S003152,A003152,PLN_ENTERPRISE,2023-02-11,,active,461,2499
S003153,A003153,PLN_STARTER,2023-08-20,2025-05-19,cancelled,2,49
S003154,A003154,PLN_ENTERPRISE,2023-02-28,,active,368,2499
S003155,A003155,PLN_STARTER,2023-10-31,2025-01-26,cancelled,1,49
S003156,A003156,PLN_STARTER,2025-03-09,,active,4,49
S003157,A003157,PLN_SCALE,2024-08-28,2025-11-13,cancelled,125,949
S003158,A003158,PLN_STARTER,2024-08-31,2025-04-11,cancelled,4,49
S003159,A003159,PLN_STARTER,2023-08-26,,active,4,49
S003160,A003160,PLN_STARTER,2024-01-29,,active,3,49
S003161,A003161,PLN_SCALE,2023-10-17,,active,105,829
S003162,A003162,PLN_STARTER,2023-06-20,2025-05-22,cancelled,3,49
S003163,A003163,PLN_SCALE,2024-03-27,,active,123,937
S003164,A003164,PLN_GROWTH,2024-04-28,,active,14,199
S003165,A003165,PLN_SCALE,2024-12-30,,active,95,799
S003166,A003166,PLN_STARTER,2024-09-07,,active,1,49
S003167,A003167,PLN_STARTER,2025-04-04,,active,3,49
S003168,A003168,PLN_STARTER,2025-05-24,,active,3,49
S003169,A003169,PLN_STARTER,2025-02-19,,active,2,49
S003170,A003170,PLN_GROWTH,2024-03-05,,active,25,239
S003171,A003171,PLN_STARTER,2025-07-23,,active,3,49
S003172,A003172,PLN_SCALE,2024-01-12,,active,38,799
S003173,A003173,PLN_STARTER,2023-07-30,,active,4,49
S003174,A003174,PLN_GROWTH,2023-04-08,2024-06-27,cancelled,12,199
S003175,A003175,PLN_STARTER,2024-06-11,,active,5,49
S003176,A003176,PLN_ENTERPRISE,2024-12-15,,active,291,2499
S003177,A003177,PLN_SCALE,2024-12-29,,active,88,799
S003178,A003178,PLN_GROWTH,2025-05-28,,active,13,199
S003179,A003179,PLN_GROWTH,2023-10-25,,active,23,223
S003180,A003180,PLN_SCALE,2024-06-29,2025-06-14,cancelled,126,955
S003181,A003181,PLN_ENTERPRISE,2025-05-06,,active,266,2499
S003182,A003182,PLN_STARTER,2024-05-12,,active,2,49
S003183,A003183,PLN_STARTER,2023-03-28,,active,6,59
S003184,A003184,PLN_STARTER,2025-02-22,,active,4,49
S003185,A003185,PLN_STARTER,2023-07-12,2023-10-15,cancelled,6,59
S003186,A003186,PLN_STARTER,2025-04-02,,active,5,49
S003187,A003187,PLN_GROWTH,2025-09-16,,active,23,223
S003188,A003188,PLN_SCALE,2023-06-22,,active,101,805
S003189,A003189,PLN_SCALE,2025-06-15,,active,80,799
S003190,A003190,PLN_STARTER,2025-07-22,,active,3,49
S003191,A003191,PLN_STARTER,2024-04-01,,active,3,49
