payment_id,invoice_id,attempted_at,payment_status,amount
SPAY0051671,INV0050609,2025-04-19,succeeded,2499
SPAY0051672,INV0050610,2025-05-19,succeeded,2499
SPAY0051673,INV0050611,2025-06-19,succeeded,2499
SPAY0051674,INV0050612,2025-07-19,succeeded,2499
SPAY0051675,INV0050613,2025-08-19,succeeded,2499
SPAY0051676,INV0050614,2025-09-19,succeeded,2499
SPAY0051677,INV0050615,2025-10-19,succeeded,2499
SPAY0051678,INV0050616,2025-11-19,succeeded,2499
SPAY0051679,INV0050618,2024-02-13,succeeded,199
SPAY0051680,INV0050619,2024-03-11,failed,199
SPAY0051681,INV0050619,2024-03-13,succeeded,199
SPAY0051682,INV0050620,2024-04-13,succeeded,199
SPAY0051683,INV0050621,2024-05-13,succeeded,199
SPAY0051684,INV0050622,2024-06-13,succeeded,199
SPAY0051685,INV0050623,2024-07-11,failed,199
SPAY0051686,INV0050623,2024-07-13,succeeded,199
SPAY0051687,INV0050624,2024-08-13,succeeded,199
SPAY0051688,INV0050625,2024-09-13,succeeded,199
SPAY0051689,INV0050626,2024-10-13,succeeded,199
SPAY0051690,INV0050627,2024-11-13,succeeded,199
SPAY0051691,INV0050628,2024-12-13,succeeded,199
SPAY0051692,INV0050629,2025-01-13,succeeded,199
SPAY0051693,INV0050630,2025-02-13,succeeded,199
SPAY0051694,INV0050631,2025-03-11,failed,199
SPAY0051695,INV0050631,2025-03-13,succeeded,199
SPAY0051696,INV0050632,2025-04-13,succeeded,199
SPAY0051697,INV0050633,2025-05-13,succeeded,199
SPAY0051698,INV0050634,2025-06-13,succeeded,199
SPAY0051699,INV0050635,2025-07-13,succeeded,199
SPAY0051700,INV0050636,2025-08-13,succeeded,199
SPAY0051701,INV0050637,2025-09-13,succeeded,199
SPAY0051702,INV0050638,2025-10-13,succeeded,199
SPAY0051703,INV0050639,2025-11-13,succeeded,199
SPAY0051704,INV0050640,2025-12-11,failed,199
SPAY0051705,INV0050641,2025-02-01,succeeded,199
SPAY0051706,INV0050642,2025-03-03,succeeded,199
SPAY0051707,INV0050643,2025-03-31,succeeded,199
SPAY0051708,INV0050644,2025-05-01,succeeded,199
SPAY0051709,INV0050645,2025-05-29,failed,199
SPAY0051710,INV0050645,2025-05-31,succeeded,199
SPAY0051711,INV0050646,2025-06-29,failed,199
SPAY0051712,INV0050646,2025-07-01,succeeded,199
SPAY0051713,INV0050647,2025-07-31,succeeded,199
SPAY0051714,INV0050648,2025-08-29,failed,199
SPAY0051715,INV0050648,2025-08-31,succeeded,199
SPAY0051716,INV0050649,2025-10-01,succeeded,199
SPAY0051717,INV0050650,2025-10-31,succeeded,199
SPAY0051718,INV0050651,2025-12-01,succeeded,199
SPAY0051719,INV0050653,2024-08-26,succeeded,199
SPAY0051720,INV0050654,2024-09-26,succeeded,199
SPAY0051721,INV0050655,2024-10-26,succeeded,199
SPAY0051722,INV0050656,2024-11-24,failed,199
SPAY0051723,INV0050656,2024-11-26,succeeded,199
SPAY0051724,INV0050657,2024-12-26,succeeded,199
SPAY0051725,INV0050658,2025-01-26,succeeded,199
SPAY0051726,INV0050659,2025-02-26,succeeded,199
SPAY0051727,INV0050660,2025-03-26,succeeded,199
SPAY0051728,INV0050661,2025-04-26,succeeded,199
SPAY0051729,INV0050662,2025-05-26,succeeded,199
SPAY0051730,INV0050663,2025-06-26,succeeded,199
SPAY0051731,INV0050664,2025-07-26,succeeded,199
SPAY0051732,INV0050665,2025-08-26,succeeded,199
SPAY0051733,INV0050666,2025-09-26,succeeded,199
SPAY0051734,INV0050667,2025-10-24,failed,199
SPAY0051735,INV0050667,2025-10-26,succeeded,199
SPAY0051736,INV0050668,2025-11-26,succeeded,199
SPAY0051737,INV0050670,2024-09-19,failed,199
SPAY0051738,INV0050671,2024-10-21,succeeded,199
SPAY0051739,INV0050672,2024-11-21,succeeded,199
SPAY0051740,INV0050673,2024-12-21,succeeded,199
SPAY0051741,INV0050674,2025-01-21,succeeded,199
SPAY0051742,INV0050675,2025-02-21,succeeded,199
SPAY0051743,INV0050676,2025-03-21,succeeded,199
SPAY0051744,INV0050677,2025-04-21,succeeded,199
SPAY0051745,INV0050678,2025-05-21,succeeded,199
SPAY0051746,INV0050679,2025-06-21,succeeded,199
SPAY0051747,INV0050680,2025-07-19,failed,199
SPAY0051748,INV0050680,2025-07-21,succeeded,199
SPAY0051749,INV0050681,2025-08-21,succeeded,199
SPAY0051750,INV0050682,2025-09-19,failed,199
SPAY0051751,INV0050682,2025-09-21,succeeded,199
SPAY0051752,INV0050683,2025-10-21,succeeded,199
SPAY0051753,INV0050684,2025-11-21,succeeded,199
SPAY0051754,INV0050686,2024-08-28,failed,2499
SPAY0051755,INV0050686,2024-08-30,succeeded,2499
SPAY0051756,INV0050687,2024-09-30,succeeded,2499
SPAY0051757,INV0050688,2024-10-30,succeeded,2499
SPAY0051758,INV0050689,2024-11-30,succeeded,2499
SPAY0051759,INV0050690,2024-12-30,succeeded,2499
SPAY0051760,INV0050691,2025-01-28,failed,2499
SPAY0051761,INV0050691,2025-01-30,succeeded,2499
SPAY0051762,INV0050693,2025-03-30,succeeded,2499
SPAY0051763,INV0050694,2025-04-30,succeeded,2499
SPAY0051764,INV0050695,2025-05-30,succeeded,2499
SPAY0051765,INV0050696,2025-06-30,succeeded,2499
SPAY0051766,INV0050697,2025-07-30,succeeded,2499
SPAY0051767,INV0050698,2025-08-30,succeeded,2499
SPAY0051768,INV0050699,2025-09-30,succeeded,2499
SPAY0051769,INV0050700,2025-10-30,succeeded,2499
SPAY0051770,INV0050701,2025-11-30,succeeded,2499
SPAY0051771,INV0050703,2024-11-17,succeeded,199
SPAY0051772,INV0050704,2024-12-17,succeeded,199
SPAY0051773,INV0050705,2025-01-17,succeeded,199
SPAY0051774,INV0050706,2025-02-17,succeeded,199
SPAY0051775,INV0050707,2025-03-17,succeeded,199
SPAY0051776,INV0050708,2025-04-17,succeeded,199
SPAY0051777,INV0050709,2025-05-17,succeeded,199
SPAY0051778,INV0050710,2025-06-15,failed,199
SPAY0051779,INV0050710,2025-06-17,succeeded,199
SPAY0051780,INV0050711,2025-07-17,succeeded,199
SPAY0051781,INV0050712,2025-08-17,succeeded,199
SPAY0051782,INV0050713,2025-09-17,succeeded,199
SPAY0051783,INV0050714,2025-10-15,failed,199
SPAY0051784,INV0050714,2025-10-17,succeeded,199
SPAY0051785,INV0050715,2025-11-17,succeeded,199
SPAY0051786,INV0050716,2025-12-15,failed,199
SPAY0051787,INV0050717,2023-07-01,succeeded,955
SPAY0051788,INV0050718,2023-07-31,succeeded,955
SPAY0051789,INV0050719,2023-08-31,succeeded,955
SPAY0051790,INV0050720,2023-10-01,succeeded,955
SPAY0051791,INV0050721,2023-10-31,succeeded,955
SPAY0051792,INV0050722,2023-12-01,succeeded,955
SPAY0051793,INV0050723,2023-12-31,succeeded,955
SPAY0051794,INV0050724,2024-01-31,succeeded,955
SPAY0051795,INV0050725,2024-03-02,succeeded,955
SPAY0051796,INV0050726,2024-03-31,succeeded,955
SPAY0051797,INV0050727,2024-05-01,succeeded,955
SPAY0051798,INV0050728,2024-05-31,succeeded,955
SPAY0051799,INV0050729,2024-06-29,failed,955
SPAY0051800,INV0050729,2024-07-01,succeeded,955
SPAY0051801,INV0050730,2024-07-31,succeeded,955
SPAY0051802,INV0050731,2024-08-06,succeeded,59
SPAY0051803,INV0050732,2024-09-06,succeeded,59
SPAY0051804,INV0050733,2024-10-06,succeeded,59
SPAY0051805,INV0050734,2024-11-06,succeeded,59
SPAY0051806,INV0050735,2024-12-06,succeeded,59
SPAY0051807,INV0050736,2025-01-06,succeeded,59
SPAY0051808,INV0050737,2025-02-04,failed,59
SPAY0051809,INV0050737,2025-02-06,succeeded,59
SPAY0051810,INV0050738,2025-03-06,succeeded,59
SPAY0051811,INV0050739,2025-04-06,succeeded,59
SPAY0051812,INV0050740,2025-05-06,succeeded,59
SPAY0051813,INV0050741,2025-06-06,succeeded,59
SPAY0051814,INV0050742,2025-07-06,succeeded,59
SPAY0051815,INV0050743,2025-08-06,succeeded,59
SPAY0051816,INV0050744,2025-09-06,succeeded,59
SPAY0051817,INV0050745,2025-10-04,failed,59
SPAY0051818,INV0050745,2025-10-06,succeeded,59
SPAY0051819,INV0050746,2025-11-06,succeeded,59
SPAY0051820,INV0050748,2024-10-11,succeeded,231
SPAY0051821,INV0050749,2024-11-11,succeeded,231
SPAY0051822,INV0050750,2024-12-11,succeeded,231
SPAY0051823,INV0050751,2025-01-11,succeeded,231
SPAY0051824,INV0050752,2025-02-09,failed,231
SPAY0051825,INV0050752,2025-02-11,succeeded,231
SPAY0051826,INV0050753,2025-03-11,succeeded,231
SPAY0051827,INV0050754,2025-04-11,succeeded,231
SPAY0051828,INV0050755,2025-05-11,succeeded,231
SPAY0051829,INV0050756,2025-06-11,succeeded,231
SPAY0051830,INV0050757,2025-07-11,succeeded,231
SPAY0051831,INV0050758,2025-08-09,failed,231
SPAY0051832,INV0050758,2025-08-11,succeeded,231
SPAY0051833,INV0050759,2025-09-11,succeeded,231
SPAY0051834,INV0050760,2025-10-11,succeeded,231
SPAY0051835,INV0050761,2025-11-09,failed,231
SPAY0051836,INV0050761,2025-11-11,succeeded,231
SPAY0051837,INV0050763,2023-07-02,succeeded,799
SPAY0051838,INV0050764,2023-07-31,succeeded,799
SPAY0051839,INV0050765,2023-08-31,succeeded,799
SPAY0051840,INV0050766,2023-10-01,succeeded,799
SPAY0051841,INV0050767,2023-10-31,succeeded,799
SPAY0051842,INV0050768,2023-11-29,failed,799
SPAY0051843,INV0050768,2023-12-01,succeeded,799
SPAY0051844,INV0050769,2023-12-31,succeeded,799
SPAY0051845,INV0050770,2024-01-31,succeeded,799
SPAY0051846,INV0050771,2024-03-02,succeeded,799
SPAY0051847,INV0050772,2024-03-29,failed,799
SPAY0051848,INV0050772,2024-03-31,succeeded,799
SPAY0051849,INV0050773,2024-05-01,succeeded,799
SPAY0051850,INV0050774,2024-05-31,succeeded,799
SPAY0051851,INV0050775,2024-07-01,succeeded,799
SPAY0051852,INV0050776,2024-07-31,succeeded,799
SPAY0051853,INV0050777,2024-08-31,succeeded,799
SPAY0051854,INV0050778,2024-10-01,succeeded,799
SPAY0051855,INV0050779,2024-10-29,failed,799
SPAY0051856,INV0050779,2024-10-31,succeeded,799
SPAY0051857,INV0050780,2024-12-01,succeeded,799
SPAY0051858,INV0050781,2024-12-31,succeeded,799
SPAY0051859,INV0050782,2023-08-31,succeeded,199
SPAY0051860,INV0050783,2023-10-01,succeeded,199
SPAY0051861,INV0050784,2023-10-29,failed,199
SPAY0051862,INV0050784,2023-10-31,succeeded,199
SPAY0051863,INV0050785,2023-12-01,succeeded,199
SPAY0051864,INV0050786,2023-12-31,succeeded,199
SPAY0051865,INV0050787,2024-01-31,succeeded,199
SPAY0051866,INV0050788,2024-03-02,succeeded,199
SPAY0051867,INV0050789,2024-03-29,failed,199
SPAY0051868,INV0050789,2024-03-31,succeeded,199
SPAY0051869,INV0050790,2024-05-01,succeeded,199
SPAY0051870,INV0050791,2024-05-31,succeeded,199
SPAY0051871,INV0050792,2024-07-01,succeeded,199
SPAY0051872,INV0050793,2024-07-31,succeeded,199
SPAY0051873,INV0050794,2024-08-31,succeeded,199
SPAY0051874,INV0050795,2024-10-01,succeeded,199
SPAY0051875,INV0050796,2024-10-29,failed,199
SPAY0051876,INV0050796,2024-10-31,succeeded,199
SPAY0051877,INV0050797,2024-11-29,failed,199
SPAY0051878,INV0050797,2024-12-01,succeeded,199
SPAY0051879,INV0050798,2024-12-31,succeeded,199
SPAY0051880,INV0050799,2025-01-31,succeeded,199
SPAY0051881,INV0050800,2025-03-03,succeeded,199
SPAY0051882,INV0050801,2025-03-31,succeeded,199
SPAY0051883,INV0050802,2025-05-01,succeeded,199
SPAY0051884,INV0050803,2025-05-31,succeeded,199
SPAY0051885,INV0050804,2025-07-01,succeeded,199
SPAY0051886,INV0050805,2025-07-31,succeeded,199
SPAY0051887,INV0050806,2025-08-31,succeeded,199
SPAY0051888,INV0050807,2025-10-01,succeeded,199
SPAY0051889,INV0050808,2025-10-31,succeeded,199
SPAY0051890,INV0050809,2025-12-01,succeeded,199
SPAY0051891,INV0050811,2023-05-02,succeeded,49
SPAY0051892,INV0050812,2023-05-31,succeeded,49
SPAY0051893,INV0050813,2023-07-01,succeeded,49
SPAY0051894,INV0050814,2023-07-29,failed,49
SPAY0051895,INV0050814,2023-07-31,succeeded,49
SPAY0051896,INV0050815,2023-08-31,succeeded,49
SPAY0051897,INV0050816,2023-10-01,succeeded,49
SPAY0051898,INV0050817,2023-10-31,succeeded,49
SPAY0051899,INV0050818,2023-12-01,succeeded,49
SPAY0051900,INV0050819,2023-12-31,succeeded,49
SPAY0051901,INV0050820,2024-01-31,succeeded,49
SPAY0051902,INV0050821,2024-03-02,succeeded,49
SPAY0051903,INV0050822,2024-03-31,succeeded,49
SPAY0051904,INV0050823,2024-04-29,failed,49
SPAY0051905,INV0050823,2024-05-01,succeeded,49
SPAY0051906,INV0050824,2024-05-29,failed,49
SPAY0051907,INV0050824,2024-05-31,succeeded,49
SPAY0051908,INV0050825,2024-07-01,succeeded,49
SPAY0051909,INV0050826,2024-07-31,succeeded,49
SPAY0051910,INV0050827,2024-08-31,succeeded,49
SPAY0051911,INV0050828,2024-10-01,succeeded,49
SPAY0051912,INV0050829,2024-10-31,succeeded,49
SPAY0051913,INV0050830,2024-11-29,failed,49
SPAY0051914,INV0050830,2024-12-01,succeeded,49
SPAY0051915,INV0050831,2024-12-31,succeeded,49
SPAY0051916,INV0050832,2025-01-31,succeeded,49
SPAY0051917,INV0050833,2025-03-01,failed,49
SPAY0051918,INV0050833,2025-03-03,succeeded,49
SPAY0051919,INV0050834,2025-03-31,succeeded,49
SPAY0051920,INV0050835,2025-05-01,succeeded,49
SPAY0051921,INV0050836,2025-05-31,succeeded,49
SPAY0051922,INV0050837,2025-07-01,succeeded,49
SPAY0051923,INV0050838,2025-07-31,succeeded,49
SPAY0051924,INV0050839,2025-08-31,succeeded,49
SPAY0051925,INV0050840,2025-10-01,succeeded,49
SPAY0051926,INV0050841,2025-10-31,succeeded,49
SPAY0051927,INV0050842,2025-12-01,succeeded,49
SPAY0051928,INV0050844,2025-06-11,succeeded,199
SPAY0051929,INV0050845,2025-07-11,succeeded,199
SPAY0051930,INV0050846,2025-08-09,failed,199
SPAY0051931,INV0050846,2025-08-11,succeeded,199
SPAY0051932,INV0050847,2025-09-11,succeeded,199
SPAY0051933,INV0050848,2025-10-11,succeeded,199
SPAY0051934,INV0050849,2025-11-11,succeeded,199
SPAY0051935,INV0050851,2023-04-08,succeeded,49
SPAY0051936,INV0050852,2023-05-08,succeeded,49
SPAY0051937,INV0050853,2023-06-08,succeeded,49
SPAY0051938,INV0050854,2023-07-08,succeeded,49
SPAY0051939,INV0050855,2023-08-08,succeeded,49
SPAY0051940,INV0050856,2023-09-06,failed,49
SPAY0051941,INV0050856,2023-09-08,succeeded,49
SPAY0051942,INV0050857,2023-10-08,succeeded,49
SPAY0051943,INV0050858,2023-11-08,succeeded,49
SPAY0051944,INV0050859,2023-12-06,failed,49
SPAY0051945,INV0050859,2023-12-08,succeeded,49
SPAY0051946,INV0050860,2024-01-08,succeeded,49
SPAY0051947,INV0050861,2024-02-08,succeeded,49
SPAY0051948,INV0050862,2024-03-08,succeeded,49
SPAY0051949,INV0050863,2024-04-08,succeeded,49
SPAY0051950,INV0050864,2024-05-08,succeeded,49
SPAY0051951,INV0050865,2024-06-08,succeeded,49
SPAY0051952,INV0050866,2024-07-08,succeeded,49
SPAY0051953,INV0050867,2024-08-08,succeeded,49
SPAY0051954,INV0050868,2024-09-08,succeeded,49
SPAY0051955,INV0050869,2024-10-08,succeeded,49
SPAY0051956,INV0050870,2024-11-08,succeeded,49
SPAY0051957,INV0050871,2024-12-08,succeeded,49
SPAY0051958,INV0050872,2025-01-08,succeeded,49
SPAY0051959,INV0050873,2025-02-08,succeeded,49
SPAY0051960,INV0050874,2025-03-08,succeeded,49
SPAY0051961,INV0050875,2025-04-08,succeeded,49
SPAY0051962,INV0050876,2025-05-08,succeeded,49
SPAY0051963,INV0050877,2025-06-06,failed,49
SPAY0051964,INV0050877,2025-06-08,succeeded,49
SPAY0051965,INV0050878,2025-07-08,succeeded,49
SPAY0051966,INV0050879,2025-08-08,succeeded,49
SPAY0051967,INV0050880,2025-09-08,succeeded,49
SPAY0051968,INV0050881,2025-10-08,succeeded,49
SPAY0051969,INV0050882,2025-11-08,succeeded,49
SPAY0051970,INV0050884,2024-12-02,succeeded,207
SPAY0051971,INV0050885,2024-12-31,succeeded,207
SPAY0051972,INV0050886,2025-01-31,succeeded,207
SPAY0051973,INV0050887,2025-03-03,succeeded,207
SPAY0051974,INV0050888,2025-03-31,succeeded,207
SPAY0051975,INV0050889,2025-05-01,succeeded,207
SPAY0051976,INV0050890,2025-05-31,succeeded,207
SPAY0051977,INV0050891,2025-07-01,succeeded,207
SPAY0051978,INV0050892,2025-07-31,succeeded,207
SPAY0051979,INV0050893,2025-08-31,succeeded,207
SPAY0051980,INV0050894,2025-10-01,succeeded,207
SPAY0051981,INV0050895,2025-10-31,succeeded,207
SPAY0051982,INV0050896,2025-12-01,succeeded,207
SPAY0051983,INV0050898,2024-12-23,succeeded,231
SPAY0051984,INV0050899,2025-01-23,succeeded,231
SPAY0051985,INV0050900,2025-02-23,succeeded,231
SPAY0051986,INV0050901,2025-03-23,succeeded,231
SPAY0051987,INV0050902,2025-04-23,succeeded,231
SPAY0051988,INV0050903,2025-05-23,succeeded,231
SPAY0051989,INV0050904,2025-06-23,succeeded,231
SPAY0051990,INV0050905,2025-07-23,succeeded,231
SPAY0051991,INV0050906,2025-08-23,succeeded,231
SPAY0051992,INV0050907,2025-09-23,succeeded,231
SPAY0051993,INV0050908,2025-10-23,succeeded,231
SPAY0051994,INV0050909,2025-11-21,failed,231
SPAY0051995,INV0050909,2025-11-23,succeeded,231
SPAY0051996,INV0050911,2024-05-31,succeeded,49
SPAY0051997,INV0050912,2024-07-01,succeeded,49
SPAY0051998,INV0050913,2024-07-31,succeeded,49
SPAY0051999,INV0050914,2024-08-31,succeeded,49
SPAY0052000,INV0050915,2024-10-01,succeeded,49
SPAY0052001,INV0050916,2024-10-31,succeeded,49
SPAY0052002,INV0050917,2024-12-01,succeeded,49
SPAY0052003,INV0050918,2024-12-31,succeeded,49
SPAY0052004,INV0050919,2025-01-31,succeeded,49
SPAY0052005,INV0050920,2025-03-03,succeeded,49
SPAY0052006,INV0050921,2025-03-29,failed,49
SPAY0052007,INV0050921,2025-03-31,succeeded,49
SPAY0052008,INV0050922,2025-05-01,succeeded,49
SPAY0052009,INV0050923,2025-05-29,failed,49
SPAY0052010,INV0050923,2025-05-31,succeeded,49
SPAY0052011,INV0050924,2025-06-29,failed,49
SPAY0052012,INV0050924,2025-07-01,succeeded,49
SPAY0052013,INV0050925,2025-07-31,succeeded,49
SPAY0052014,INV0050926,2025-08-31,succeeded,49
SPAY0052015,INV0050927,2025-10-01,succeeded,49
SPAY0052016,INV0050928,2025-10-29,failed,49
SPAY0052017,INV0050928,2025-10-31,succeeded,49
SPAY0052018,INV0050929,2025-12-01,succeeded,49
SPAY0052019,INV0050930,2024-11-07,succeeded,811
SPAY0052020,INV0050931,2024-12-05,failed,811
SPAY0052021,INV0050931,2024-12-07,succeeded,811
SPAY0052022,INV0050932,2025-01-05,failed,811
SPAY0052023,INV0050932,2025-01-07,succeeded,811
SPAY0052024,INV0050933,2025-02-07,succeeded,811
SPAY0052025,INV0050934,2025-03-07,succeeded,811
SPAY0052026,INV0050935,2025-04-07,succeeded,811
SPAY0052027,INV0050936,2025-05-07,succeeded,811
SPAY0052028,INV0050937,2025-06-07,succeeded,811
SPAY0052029,INV0050938,2025-07-07,succeeded,811
SPAY0052030,INV0050939,2025-08-05,failed,811
SPAY0052031,INV0050939,2025-08-07,succeeded,811
SPAY0052032,INV0050940,2025-09-05,failed,811
SPAY0052033,INV0050940,2025-09-07,succeeded,811
SPAY0052034,INV0050941,2025-10-07,succeeded,811
SPAY0052035,INV0050942,2025-11-07,succeeded,811
SPAY0052036,INV0050944,2025-06-27,succeeded,49
SPAY0052037,INV0050945,2025-07-27,succeeded,49
SPAY0052038,INV0050946,2025-08-27,succeeded,49
SPAY0052039,INV0050947,2025-09-27,succeeded,49
SPAY0052040,INV0050948,2025-10-25,failed,49
SPAY0052041,INV0050948,2025-10-27,succeeded,49
SPAY0052042,INV0050949,2025-11-27,succeeded,49
SPAY0052043,INV0050951,2024-09-28,succeeded,59
SPAY0052044,INV0050952,2024-10-28,succeeded,59
SPAY0052045,INV0050953,2024-11-28,succeeded,59
SPAY0052046,INV0050954,2024-12-28,succeeded,59
SPAY0052047,INV0050955,2025-01-28,succeeded,59
SPAY0052048,INV0050956,2025-02-28,succeeded,59
SPAY0052049,INV0050957,2025-03-28,succeeded,59
SPAY0052050,INV0050958,2025-04-28,succeeded,59
SPAY0052051,INV0050959,2025-05-28,succeeded,59
SPAY0052052,INV0050960,2025-06-28,succeeded,59
SPAY0052053,INV0050961,2025-07-26,failed,59
SPAY0052054,INV0050961,2025-07-28,succeeded,59
SPAY0052055,INV0050962,2025-08-26,failed,59
SPAY0052056,INV0050962,2025-08-28,succeeded,59
SPAY0052057,INV0050963,2025-09-28,succeeded,59
SPAY0052058,INV0050964,2025-10-28,succeeded,59
SPAY0052059,INV0050967,2025-05-11,succeeded,799
SPAY0052060,INV0050968,2025-06-11,succeeded,799
SPAY0052061,INV0050969,2025-07-11,succeeded,799
SPAY0052062,INV0050970,2025-08-09,failed,799
SPAY0052063,INV0050970,2025-08-11,succeeded,799
SPAY0052064,INV0050971,2025-09-11,succeeded,799
SPAY0052065,INV0050972,2025-10-11,succeeded,799
SPAY0052066,INV0050973,2025-11-11,succeeded,799
SPAY0052067,INV0050975,2023-11-07,succeeded,49
SPAY0052068,INV0050976,2023-12-07,succeeded,49
SPAY0052069,INV0050977,2024-01-07,succeeded,49
SPAY0052070,INV0050978,2024-02-05,failed,49
SPAY0052071,INV0050978,2024-02-07,succeeded,49
SPAY0052072,INV0050979,2024-03-07,succeeded,49
SPAY0052073,INV0050980,2024-04-07,succeeded,49
SPAY0052074,INV0050981,2024-05-07,succeeded,49
SPAY0052075,INV0050982,2024-06-07,succeeded,49
SPAY0052076,INV0050983,2024-07-05,failed,49
SPAY0052077,INV0050983,2024-07-07,succeeded,49
SPAY0052078,INV0050984,2024-08-07,succeeded,49
SPAY0052079,INV0050985,2024-09-07,succeeded,49
SPAY0052080,INV0050986,2024-10-07,succeeded,49
SPAY0052081,INV0050987,2024-11-05,failed,49
SPAY0052082,INV0050987,2024-11-07,succeeded,49
SPAY0052083,INV0050988,2024-12-07,succeeded,49
SPAY0052084,INV0050989,2025-01-05,failed,49
SPAY0052085,INV0050989,2025-01-07,succeeded,49
SPAY0052086,INV0050990,2025-02-07,succeeded,49
SPAY0052087,INV0050991,2025-03-07,succeeded,49
SPAY0052088,INV0050992,2025-04-07,succeeded,49
SPAY0052089,INV0050993,2025-05-07,succeeded,49
SPAY0052090,INV0050994,2025-06-07,succeeded,49
SPAY0052091,INV0050995,2025-07-07,succeeded,49
SPAY0052092,INV0050996,2025-08-07,succeeded,49
SPAY0052093,INV0050997,2025-09-07,succeeded,49
SPAY0052094,INV0050998,2025-10-07,succeeded,49
SPAY0052095,INV0050999,2025-11-07,succeeded,49
SPAY0052096,INV0051001,2025-09-15,succeeded,49
SPAY0052097,INV0051002,2025-10-15,succeeded,49
SPAY0052098,INV0051003,2025-11-13,failed,49
SPAY0052099,INV0051003,2025-11-15,succeeded,49
SPAY0052100,INV0051005,2023-07-08,failed,199
SPAY0052101,INV0051005,2023-07-10,succeeded,199
SPAY0052102,INV0051006,2023-08-10,succeeded,199
SPAY0052103,INV0051007,2023-09-10,succeeded,199
SPAY0052104,INV0051008,2023-10-08,failed,199
SPAY0052105,INV0051008,2023-10-10,succeeded,199
SPAY0052106,INV0051009,2023-11-10,succeeded,199
SPAY0052107,INV0051010,2023-12-10,succeeded,199
SPAY0052108,INV0051011,2024-01-10,succeeded,199
SPAY0052109,INV0051012,2024-02-10,succeeded,199
SPAY0052110,INV0051014,2024-04-10,succeeded,199
SPAY0052111,INV0051015,2024-05-10,succeeded,199
SPAY0052112,INV0051016,2024-06-10,succeeded,199
SPAY0052113,INV0051017,2024-07-10,succeeded,199
SPAY0052114,INV0051018,2024-08-10,succeeded,199
SPAY0052115,INV0051019,2024-09-10,succeeded,199
SPAY0052116,INV0051020,2024-10-08,failed,199
SPAY0052117,INV0051020,2024-10-10,succeeded,199
SPAY0052118,INV0051021,2024-11-10,succeeded,199
SPAY0052119,INV0051022,2024-12-10,succeeded,199
SPAY0052120,INV0051023,2025-01-10,succeeded,199
SPAY0052121,INV0051024,2025-02-10,succeeded,199
SPAY0052122,INV0051025,2025-03-10,succeeded,199
SPAY0052123,INV0051026,2025-04-10,succeeded,199
SPAY0052124,INV0051027,2025-05-10,succeeded,199
SPAY0052125,INV0051028,2025-06-10,succeeded,199
SPAY0052126,INV0051029,2025-07-10,succeeded,199
SPAY0052127,INV0051030,2025-08-10,succeeded,199
SPAY0052128,INV0051031,2025-09-10,succeeded,199
SPAY0052129,INV0051032,2025-10-10,succeeded,199
SPAY0052130,INV0051033,2025-11-10,succeeded,199
SPAY0052131,INV0051035,2023-04-26,succeeded,49
SPAY0052132,INV0051036,2023-05-26,succeeded,49
SPAY0052133,INV0051037,2023-06-26,succeeded,49
SPAY0052134,INV0051038,2023-07-26,succeeded,49
SPAY0052135,INV0051039,2023-08-26,succeeded,49
SPAY0052136,INV0051040,2023-09-26,succeeded,49
SPAY0052137,INV0051041,2023-10-26,succeeded,49
SPAY0052138,INV0051042,2023-11-26,succeeded,49
SPAY0052139,INV0051043,2023-12-26,succeeded,49
SPAY0052140,INV0051044,2024-01-26,succeeded,49
SPAY0052141,INV0051045,2024-02-26,succeeded,49
SPAY0052142,INV0051046,2023-02-06,failed,49
SPAY0052143,INV0051046,2023-02-08,succeeded,49
SPAY0052144,INV0051047,2023-03-08,succeeded,49
SPAY0052145,INV0051048,2023-04-08,succeeded,49
SPAY0052146,INV0051049,2023-05-08,succeeded,49
SPAY0052147,INV0051050,2023-06-08,succeeded,49
SPAY0052148,INV0051051,2023-07-08,succeeded,49
SPAY0052149,INV0051052,2023-08-08,succeeded,49
SPAY0052150,INV0051053,2023-09-08,succeeded,49
SPAY0052151,INV0051054,2023-10-08,succeeded,49
SPAY0052152,INV0051055,2023-11-08,succeeded,49
SPAY0052153,INV0051056,2023-12-08,succeeded,49
SPAY0052154,INV0051057,2024-01-08,succeeded,49
SPAY0052155,INV0051058,2024-02-08,succeeded,49
SPAY0052156,INV0051059,2024-03-08,succeeded,49
SPAY0052157,INV0051060,2024-04-08,succeeded,49
SPAY0052158,INV0051061,2024-05-08,succeeded,49
SPAY0052159,INV0051062,2024-06-08,succeeded,49
SPAY0052160,INV0051063,2024-07-08,succeeded,49
SPAY0052161,INV0051064,2024-08-08,succeeded,49
SPAY0052162,INV0051065,2024-09-08,succeeded,49
SPAY0052163,INV0051066,2024-10-08,succeeded,49
SPAY0052164,INV0051067,2024-11-08,succeeded,49
SPAY0052165,INV0051068,2024-12-08,succeeded,49
SPAY0052166,INV0051069,2025-01-08,succeeded,49
SPAY0052167,INV0051070,2025-02-08,succeeded,49
SPAY0052168,INV0051071,2025-03-08,succeeded,49
SPAY0052169,INV0051072,2025-04-08,succeeded,49
SPAY0052170,INV0051074,2025-06-08,succeeded,49
SPAY0052171,INV0051075,2025-07-08,succeeded,49
SPAY0052172,INV0051076,2025-08-08,succeeded,49
