account_id,created_at,region,segment,acquisition_channel
A002455,2024-06-14,EMEA,SMB,paid_search
A002456,2024-04-28,EMEA,SMB,outbound
A002457,2024-01-07,EMEA,SMB,organic
A002458,2024-12-14,LATAM,SMB,paid_search
A002459,2024-08-18,LATAM,SMB,referral
A002460,2023-01-31,APAC,SMB,paid_search
A002461,2025-07-27,EMEA,mid_market,partner
A002462,2024-02-20,LATAM,SMB,partner
A002463,2024-01-13,APAC,SMB,organic
A002464,2025-07-25,LATAM,mid_market,outbound
A002465,2023-09-10,NA,SMB,referral
A002466,2023-12-01,EMEA,mid_market,organic
A002467,2025-08-23,APAC,enterprise,organic
A002468,2023-06-18,EMEA,mid_market,referral
A002469,2025-02-01,LATAM,SMB,outbound
A002470,2025-04-16,LATAM,SMB,organic
A002471,2023-01-16,EMEA,SMB,referral
A002472,2024-09-20,NA,SMB,partner
A002473,2025-06-10,NA,enterprise,outbound
A002474,2023-12-06,APAC,SMB,outbound
A002475,2024-12-11,APAC,SMB,outbound
A002476,2024-05-28,APAC,SMB,partner
A002477,2024-11-10,APAC,SMB,partner
A002478,2023-06-25,NA,SMB,paid_search
A002479,2023-01-17,NA,SMB,outbound
A002480,2025-04-28,LATAM,mid_market,referral
A002481,2025-07-22,NA,SMB,partner
A002482,2023-05-24,APAC,SMB,organic
A002483,2024-06-12,EMEA,SMB,outbound
A002484,2025-02-03,APAC,SMB,referral
A002485,2024-02-09,NA,SMB,paid_search
A002486,2024-07-18,LATAM,enterprise,outbound
A002487,2023-10-23,NA,SMB,partner
A002488,2024-03-10,NA,SMB,organic
A002489,2024-08-03,EMEA,mid_market,outbound
A002490,2023-12-12,EMEA,SMB,outbound
A002491,2024-02-08,APAC,SMB,paid_search
A002492,2025-01-31,EMEA,SMB,referral
A002493,2024-06-17,APAC,mid_market,organic
A002494,2025-08-07,EMEA,SMB,outbound
A002495,2023-05-22,EMEA,mid_market,referral
A002496,2023-07-19,APAC,mid_market,referral
A002497,2024-05-03,APAC,SMB,referral
A002498,2024-10-02,EMEA,SMB,paid_search
A002499,2024-01-23,LATAM,SMB,partner
A002500,2024-04-13,NA,enterprise,partner
A002501,2025-02-05,EMEA,mid_market,outbound
A002502,2025-07-22,LATAM,mid_market,partner
A002503,2023-01-31,NA,SMB,outbound
A002504,2023-10-17,EMEA,mid_market,partner
A002505,2024-07-27,APAC,SMB,outbound
A002506,2023-03-31,EMEA,mid_market,organic
A002507,2024-01-22,LATAM,SMB,outbound
A002508,2024-10-02,EMEA,mid_market,referral
A002509,2023-01-05,NA,SMB,partner
A002510,2025-04-15,EMEA,SMB,partner
A002511,2024-04-02,EMEA,SMB,paid_search
A002512,2024-10-18,APAC,SMB,referral
A002513,2025-07-20,NA,SMB,paid_search
A002514,2025-02-03,EMEA,mid_market,organic
A002515,2024-03-09,EMEA,SMB,partner
A002516,2023-11-18,EMEA,mid_market,paid_search
A002517,2024-03-09,NA,enterprise,organic
A002518,2023-12-05,NA,mid_market,outbound
A002519,2025-08-27,APAC,SMB,referral
A002520,2025-09-14,NA,SMB,outbound
A002521,2024-07-03,EMEA,SMB,paid_search
A002522,2023-03-31,NA,SMB,partner
A002523,2025-08-04,EMEA,SMB,organic
A002524,2023-04-12,NA,SMB,referral
A002525,2024-12-21,EMEA,SMB,outbound
A002526,2024-08-05,APAC,SMB,outbound
A002527,2025-01-02,EMEA,SMB,outbound
A002528,2024-01-21,EMEA,mid_market,organic
A002529,2024-12-23,APAC,mid_market,paid_search
A002530,2023-01-19,EMEA,mid_market,organic
A002531,2023-10-17,LATAM,mid_market,organic
A002532,2024-02-14,EMEA,SMB,organic
A002533,2024-07-09,EMEA,SMB,paid_search
A002534,2023-04-21,NA,SMB,paid_search
A002535,2025-07-12,LATAM,SMB,partner
A002536,2023-03-11,EMEA,SMB,paid_search
A002537,2024-10-03,APAC,SMB,partner
A002538,2025-09-08,LATAM,enterprise,referral
A002539,2023-08-02,APAC,SMB,organic
A002540,2024-01-23,LATAM,SMB,outbound
A002541,2024-09-25,LATAM,SMB,paid_search
A002542,2023-10-23,EMEA,SMB,partner
A002543,2024-06-13,EMEA,SMB,partner
A002544,2023-12-24,NA,SMB,outbound
A002545,2023-04-19,LATAM,SMB,outbound
A002546,2025-01-23,APAC,SMB,organic
A002547,2025-03-30,APAC,SMB,paid_search
A002548,2024-11-19,NA,SMB,outbound
A002549,2025-03-12,LATAM,SMB,organic
A002550,2023-07-21,APAC,mid_market,outbound
A002551,2024-02-18,EMEA,SMB,partner
A002552,2023-09-09,APAC,SMB,organic
A002553,2024-05-23,APAC,mid_market,referral
A002554,2023-09-11,NA,SMB,organic
A002555,2024-06-29,NA,SMB,paid_search
A002556,2023-12-18,EMEA,SMB,paid_search
A002557,2025-06-08,LATAM,SMB,referral
A002558,2023-04-09,NA,SMB,partner
A002559,2023-05-09,EMEA,mid_market,paid_search
A002560,2025-06-23,LATAM,SMB,outbound
A002561,2023-08-09,NA,SMB,paid_search
A002562,2025-01-01,EMEA,SMB,organic
A002563,2025-03-23,LATAM,SMB,outbound
A002564,2024-11-09,NA,mid_market,paid_search
A002565,2025-08-23,EMEA,SMB,outbound
A002566,2025-04-02,APAC,SMB,partner
A002567,2024-02-03,LATAM,mid_market,paid_search
A002568,2024-08-22,APAC,SMB,paid_search
A002569,2025-06-06,EMEA,enterprise,referral
A002570,2025-02-18,APAC,SMB,referral
A002571,2024-10-19,LATAM,SMB,partner
A002572,2025-04-15,LATAM,enterprise,paid_search
A002573,2023-06-16,LATAM,SMB,referral
A002574,2025-08-07,NA,mid_market,organic
A002575,2025-08-05,APAC,SMB,paid_search
A002576,2024-01-04,APAC,SMB,outbound
A002577,2025-02-24,EMEA,SMB,paid_search
A002578,2023-01-03,EMEA,SMB,partner
A002579,2024-09-15,APAC,SMB,referral
A002580,2023-07-13,EMEA,SMB,partner
A002581,2024-03-30,NA,mid_market,referral
A002582,2025-03-30,NA,SMB,referral
A002583,2023-12-18,APAC,SMB,outbound
A002584,2024-05-08,EMEA,SMB,partner
A002585,2023-01-23,EMEA,SMB,partner
A002586,2023-09-19,APAC,SMB,partner
A002587,2024-01-14,NA,mid_market,organic
A002588,2025-05-28,EMEA,SMB,partner
A002589,2024-09-28,NA,SMB,referral
A002590,2024-08-22,EMEA,SMB,referral
A002591,2025-08-10,APAC,SMB,paid_search
A002592,2025-08-06,APAC,enterprise,referral
A002593,2024-11-03,APAC,enterprise,referral
A002594,2024-01-21,NA,SMB,referral
A002595,2023-06-21,EMEA,SMB,organic
A002596,2023-07-26,APAC,SMB,outbound
A002597,2025-05-24,EMEA,SMB,organic
A002598,2025-04-27,APAC,mid_market,partner
A002599,2024-11-28,NA,mid_market,partner
A002600,2023-01-25,APAC,SMB,referral
A002601,2025-07-31,APAC,SMB,partner
A002602,2024-06-06,EMEA,SMB,outbound
A002603,2025-07-11,NA,SMB,partner
A002604,2024-06-14,LATAM,mid_market,organic
A002605,2023-06-04,NA,SMB,paid_search
A002606,2023-04-11,EMEA,SMB,paid_search
A002607,2024-05-25,APAC,mid_market,organic
A002608,2023-08-25,EMEA,mid_market,referral
A002609,2024-01-28,NA,SMB,outbound
A002610,2025-02-15,APAC,mid_market,partner
A002611,2023-03-29,NA,SMB,outbound
A002612,2023-08-24,APAC,SMB,organic
A002613,2023-01-11,EMEA,SMB,partner
A002614,2024-01-12,NA,SMB,outbound
A002615,2023-07-18,LATAM,SMB,partner
A002616,2024-11-30,NA,SMB,partner
A002617,2025-03-20,EMEA,SMB,paid_search
A002618,2025-01-29,APAC,mid_market,partner
A002619,2023-07-03,APAC,enterprise,paid_search
A002620,2025-06-13,EMEA,SMB,partner
A002621,2023-12-09,EMEA,SMB,organic
A002622,2023-06-03,NA,SMB,referral
A002623,2023-02-06,NA,mid_market,outbound
A002624,2023-09-05,EMEA,SMB,partner
A002625,2024-09-06,LATAM,SMB,referral
A002626,2023-10-22,LATAM,SMB,referral
A002627,2024-09-23,EMEA,mid_market,paid_search
A002628,2023-07-21,LATAM,SMB,paid_search
A002629,2023-03-17,EMEA,SMB,organic
A002630,2025-09-26,NA,SMB,paid_search
A002631,2025-02-14,LATAM,SMB,partner
A002632,2024-07-18,EMEA,SMB,paid_search
A002633,2024-07-26,APAC,SMB,organic
A002634,2024-09-18,EMEA,SMB,referral
A002635,2024-10-12,APAC,SMB,outbound
A002636,2023-03-13,EMEA,SMB,outbound
A002637,2023-09-30,NA,SMB,paid_search
A002638,2025-06-15,LATAM,SMB,outbound
A002639,2023-01-23,LATAM,SMB,partner
A002640,2025-05-10,LATAM,SMB,paid_search
A002641,2024-08-20,NA,SMB,referral
A002642,2023-08-28,NA,SMB,partner
A002643,2025-08-15,EMEA,mid_market,paid_search
A002644,2025-02-05,NA,mid_market,referral
A002645,2024-03-23,EMEA,SMB,outbound
A002646,2023-02-25,APAC,enterprise,referral
A002647,2023-03-01,LATAM,SMB,organic
A002648,2023-10-28,EMEA,SMB,partner
A002649,2023-06-13,APAC,SMB,organic
A002650,2024-01-21,EMEA,SMB,organic
A002651,2023-07-06,LATAM,mid_market,referral
A002652,2025-01-15,EMEA,SMB,partner
A002653,2023-06-12,LATAM,SMB,referral
A002654,2025-04-06,APAC,SMB,organic
A002655,2023-07-17,NA,SMB,partner
A002656,2023-07-02,LATAM,mid_market,organic
A002657,2023-06-12,LATAM,SMB,outbound
A002658,2024-07-06,EMEA,mid_market,partner
A002659,2024-07-31,APAC,SMB,partner
A002660,2025-04-16,EMEA,SMB,outbound
A002661,2023-03-19,APAC,SMB,partner
A002662,2024-07-12,APAC,mid_market,paid_search
A002663,2024-03-25,LATAM,SMB,organic
A002664,2023-07-22,LATAM,mid_market,paid_search
A002665,2024-10-26,NA,mid_market,paid_search
A002666,2025-06-28,APAC,mid_market,referral
A002667,2025-04-24,EMEA,mid_market,paid_search
A002668,2024-04-24,EMEA,SMB,organic
A002669,2024-03-20,LATAM,enterprise,partner
A002670,2023-01-19,NA,SMB,referral
A002671,2023-10-24,APAC,SMB,outbound
A002672,2024-11-29,APAC,SMB,organic
A002673,2024-06-19,LATAM,SMB,referral
A002674,2023-09-18,EMEA,SMB,referral
A002675,2025-05-05,LATAM,mid_market,referral
A002676,2023-10-30,NA,mid_market,partner
A002677,2023-09-13,NA,SMB,partner
A002678,2024-03-27,APAC,mid_market,partner
A002679,2025-07-28,LATAM,enterprise,referral
A002680,2023-12-02,APAC,SMB,partner
A002681,2025-01-23,LATAM,SMB,partner
A002682,2023-09-06,APAC,SMB,paid_search
A002683,2024-03-05,EMEA,SMB,outbound
A002684,2023-08-16,NA,SMB,organic
A002685,2024-09-08,LATAM,SMB,outbound
A002686,2024-04-10,APAC,mid_market,outbound
A002687,2023-02-02,APAC,SMB,referral
A002688,2023-08-03,LATAM,mid_market,paid_search
A002689,2024-08-05,APAC,SMB,organic
A002690,2023-06-04,APAC,SMB,referral
A002691,2024-08-16,LATAM,SMB,partner
A002692,2023-10-15,APAC,mid_market,referral
A002693,2023-03-15,NA,SMB,partner
A002694,2023-09-02,EMEA,SMB,organic
A002695,2024-08-01,APAC,mid_market,referral
A002696,2024-05-09,NA,SMB,paid_search
A002697,2025-02-05,APAC,SMB,referral
A002698,2023-09-25,NA,SMB,paid_search
A002699,2024-08-26,EMEA,SMB,organic
A002700,2024-09-15,NA,mid_market,referral
A002701,2023-12-20,EMEA,SMB,partner
A002702,2025-02-10,APAC,SMB,paid_search
A002703,2025-03-26,APAC,mid_market,organic
A002704,2023-08-19,APAC,SMB,partner
A002705,2023-06-16,LATAM,mid_market,partner
A002706,2024-06-27,LATAM,mid_market,partner
A002707,2024-07-10,EMEA,SMB,organic
A002708,2023-05-04,LATAM,SMB,organic
A002709,2023-10-17,NA,SMB,paid_search
A002710,2023-05-28,LATAM,SMB,referral
A002711,2025-03-24,APAC,SMB,partner
A002712,2024-02-15,APAC,SMB,referral
A002713,2024-07-19,EMEA,enterprise,organic
A002714,2023-10-03,EMEA,SMB,paid_search
A002715,2023-03-18,NA,SMB,outbound
A002716,2023-09-25,LATAM,SMB,partner
A002717,2024-02-06,EMEA,SMB,outbound
A002718,2024-02-09,LATAM,SMB,paid_search
A002719,2025-02-21,APAC,SMB,partner
A002720,2023-10-05,LATAM,SMB,paid_search
A002721,2024-08-22,NA,SMB,organic
A002722,2024-11-21,LATAM,SMB,partner
A002723,2024-06-05,APAC,SMB,outbound
A002724,2024-11-06,NA,SMB,paid_search
A002725,2023-06-05,APAC,mid_market,paid_search
A002726,2023-05-09,APAC,SMB,organic
A002727,2024-03-27,EMEA,SMB,outbound
A002728,2025-09-13,EMEA,SMB,referral
A002729,2024-11-19,NA,SMB,outbound
A002730,2024-05-29,NA,mid_market,partner
A002731,2023-01-21,APAC,SMB,referral
A002732,2024-03-24,APAC,SMB,referral
A002733,2023-06-28,EMEA,mid_market,outbound
A002734,2024-05-14,LATAM,SMB,outbound
A002735,2024-04-15,LATAM,enterprise,outbound
A002736,2023-07-10,LATAM,SMB,partner
A002737,2025-08-31,LATAM,SMB,referral
A002738,2024-04-02,NA,SMB,organic
A002739,2024-04-27,APAC,SMB,paid_search
A002740,2023-04-22,LATAM,mid_market,partner
A002741,2024-09-26,EMEA,SMB,paid_search
A002742,2025-06-08,NA,SMB,organic
A002743,2024-07-22,EMEA,mid_market,organic
A002744,2024-07-01,APAC,SMB,outbound
A002745,2024-06-11,LATAM,SMB,outbound
A002746,2024-07-20,EMEA,SMB,referral
A002747,2024-02-20,NA,mid_market,organic
A002748,2024-08-20,EMEA,SMB,partner
A002749,2025-01-26,NA,SMB,partner
A002750,2024-05-17,EMEA,enterprise,paid_search
A002751,2023-03-12,NA,SMB,organic
A002752,2024-01-04,EMEA,SMB,referral
A002753,2024-01-27,NA,SMB,partner
A002754,2024-09-11,APAC,mid_market,outbound
A002755,2023-12-16,LATAM,SMB,referral
A002756,2024-04-11,APAC,mid_market,referral
A002757,2024-05-02,APAC,mid_market,organic
A002758,2025-09-21,NA,mid_market,referral
A002759,2024-09-03,APAC,SMB,paid_search
A002760,2024-05-17,LATAM,SMB,organic
A002761,2025-04-07,EMEA,SMB,organic
A002762,2024-06-15,NA,SMB,paid_search
A002763,2025-09-24,NA,SMB,partner
A002764,2025-05-14,APAC,mid_market,paid_search
A002765,2024-06-14,NA,SMB,paid_search
A002766,2023-07-20,EMEA,SMB,organic
A002767,2023-12-27,NA,mid_market,organic
A002768,2024-12-17,LATAM,SMB,organic
A002769,2024-08-10,APAC,SMB,organic
A002770,2023-12-31,NA,SMB,organic
A002771,2025-08-21,APAC,SMB,organic
A002772,2024-11-28,NA,SMB,partner
A002773,2025-09-19,NA,mid_market,organic
A002774,2025-07-21,EMEA,SMB,referral
A002775,2024-11-20,APAC,mid_market,paid_search
A002776,2023-03-13,NA,SMB,partner
A002777,2023-10-06,NA,SMB,outbound
A002778,2024-01-20,EMEA,SMB,organic
A002779,2024-01-29,NA,mid_market,partner
A002780,2024-10-09,NA,SMB,paid_search
A002781,2024-07-19,LATAM,SMB,partner
A002782,2025-01-03,LATAM,SMB,paid_search
A002783,2025-09-14,APAC,mid_market,organic
A002784,2023-07-26,EMEA,SMB,outbound
A002785,2025-08-13,NA,mid_market,paid_search
A002786,2023-11-07,EMEA,SMB,organic
A002787,2023-08-17,NA,SMB,partner
A002788,2025-03-26,EMEA,SMB,referral
A002789,2024-07-25,NA,enterprise,organic
A002790,2024-02-10,APAC,SMB,outbound
A002791,2023-06-21,EMEA,mid_market,referral
A002792,2023-05-28,LATAM,SMB,outbound
A002793,2023-06-12,APAC,SMB,partner
A002794,2023-09-12,LATAM,SMB,partner
A002795,2024-02-06,EMEA,mid_market,outbound
A002796,2023-04-09,LATAM,SMB,partner
A002797,2023-12-11,NA,mid_market,referral
A002798,2023-04-17,EMEA,SMB,outbound
A002799,2025-01-09,APAC,SMB,referral
A002800,2023-02-14,NA,SMB,organic
A002801,2025-09-16,NA,SMB,referral
A002802,2025-02-06,EMEA,mid_market,referral
A002803,2024-03-03,NA,mid_market,referral
A002804,2024-05-06,NA,mid_market,paid_search
A002805,2024-08-25,EMEA,SMB,outbound
A002806,2024-10-29,APAC,SMB,partner
A002807,2024-06-25,LATAM,SMB,paid_search
A002808,2025-01-21,NA,SMB,organic
A002809,2024-05-14,EMEA,SMB,referral
A002810,2024-07-11,EMEA,SMB,outbound
A002811,2025-09-05,LATAM,SMB,outbound
A002812,2025-08-10,APAC,SMB,paid_search
A002813,2025-09-19,APAC,enterprise,outbound
A002814,2023-03-11,NA,enterprise,outbound
A002815,2023-12-16,APAC,SMB,referral
A002816,2025-03-01,LATAM,SMB,partner
A002817,2025-02-21,EMEA,SMB,outbound
A002818,2025-01-12,LATAM,SMB,outbound
A002819,2023-07-23,EMEA,SMB,organic
A002820,2025-09-24,APAC,SMB,referral
A002821,2024-03-09,EMEA,SMB,partner
A002822,2024-07-17,LATAM,SMB,organic
A002823,2023-06-07,LATAM,mid_market,outbound
A002824,2023-01-09,LATAM,SMB,outbound
A002825,2024-08-17,EMEA,SMB,referral
A002826,2024-04-08,APAC,SMB,partner
A002827,2025-06-04,LATAM,SMB,organic
A002828,2025-09-25,EMEA,SMB,paid_search
A002829,2023-03-10,APAC,mid_market,paid_search
A002830,2025-09-01,APAC,SMB,organic
A002831,2025-05-04,APAC,enterprise,outbound
A002832,2025-04-11,EMEA,mid_market,partner
A002833,2023-07-25,EMEA,SMB,paid_search
A002834,2023-05-11,EMEA,SMB,partner
A002835,2024-11-15,NA,enterprise,referral
A002836,2024-11-27,APAC,SMB,outbound
A002837,2024-06-14,LATAM,SMB,organic
A002838,2024-03-23,NA,SMB,referral
A002839,2025-01-23,NA,SMB,paid_search
A002840,2024-09-16,LATAM,SMB,organic
A002841,2025-03-16,APAC,SMB,outbound
A002842,2025-09-08,APAC,SMB,referral
A002843,2023-05-22,NA,mid_market,paid_search
A002844,2024-10-24,LATAM,SMB,partner
A002845,2024-08-25,NA,SMB,organic
A002846,2023-10-20,APAC,SMB,organic
A002847,2024-09-22,APAC,SMB,paid_search
A002848,2025-08-10,EMEA,SMB,organic
A002849,2024-07-17,NA,mid_market,partner
A002850,2025-01-01,LATAM,enterprise,outbound
A002851,2025-01-21,LATAM,SMB,partner
A002852,2025-01-19,EMEA,SMB,referral
A002853,2023-01-16,EMEA,SMB,paid_search
A002854,2024-12-22,NA,SMB,outbound
A002855,2025-06-16,EMEA,SMB,partner
A002856,2025-01-18,APAC,SMB,paid_search
A002857,2023-08-26,LATAM,SMB,outbound
A002858,2024-07-01,NA,mid_market,partner
A002859,2023-03-15,EMEA,SMB,organic
A002860,2024-04-25,APAC,SMB,outbound
A002861,2024-11-14,LATAM,SMB,referral
A002862,2024-03-26,EMEA,mid_market,outbound
A002863,2024-11-28,APAC,SMB,outbound
A002864,2025-07-30,APAC,SMB,referral
A002865,2023-03-24,APAC,mid_market,organic
A002866,2023-05-21,APAC,SMB,referral
A002867,2024-03-02,NA,SMB,outbound
A002868,2023-08-10,EMEA,mid_market,referral
A002869,2023-10-08,NA,SMB,outbound
A002870,2023-02-17,EMEA,SMB,paid_search
A002871,2024-06-16,EMEA,enterprise,referral
A002872,2025-04-23,NA,mid_market,referral
A002873,2025-02-27,EMEA,enterprise,partner
A002874,2024-08-21,LATAM,SMB,referral
A002875,2023-04-24,NA,SMB,organic
A002876,2024-03-13,APAC,SMB,referral
A002877,2025-04-25,LATAM,SMB,partner
A002878,2024-05-28,APAC,SMB,paid_search
A002879,2025-02-18,APAC,SMB,organic
A002880,2024-04-27,NA,mid_market,outbound
A002881,2023-04-15,APAC,SMB,outbound
A002882,2024-02-08,NA,SMB,paid_search
A002883,2023-02-12,LATAM,SMB,organic
A002884,2024-12-15,EMEA,mid_market,paid_search
A002885,2025-06-04,NA,SMB,partner
A002886,2024-09-15,EMEA,SMB,outbound
A002887,2024-07-09,NA,SMB,referral
A002888,2023-01-04,NA,mid_market,paid_search
A002889,2024-10-01,LATAM,SMB,referral
A002890,2024-04-01,NA,SMB,organic
A002891,2024-07-01,EMEA,mid_market,paid_search
A002892,2024-09-08,APAC,mid_market,paid_search
A002893,2025-03-27,LATAM,mid_market,partner
A002894,2023-06-05,APAC,mid_market,referral
A002895,2023-05-30,NA,SMB,organic
A002896,2024-01-17,APAC,SMB,referral
A002897,2025-01-29,APAC,SMB,partner
A002898,2024-03-30,EMEA,SMB,partner
A002899,2023-09-24,LATAM,mid_market,partner
A002900,2023-07-24,NA,SMB,outbound
A002901,2023-11-21,EMEA,SMB,paid_search
A002902,2023-03-10,APAC,SMB,outbound
A002903,2025-04-29,EMEA,SMB,outbound
A002904,2023-03-12,APAC,SMB,organic
A002905,2023-06-01,LATAM,SMB,paid_search
A002906,2024-11-24,APAC,SMB,paid_search
A002907,2024-09-21,EMEA,SMB,paid_search
A002908,2024-11-19,LATAM,SMB,paid_search
A002909,2024-10-25,NA,SMB,paid_search
A002910,2024-07-30,EMEA,SMB,paid_search
A002911,2025-08-26,LATAM,SMB,partner
A002912,2023-07-16,EMEA,SMB,referral
A002913,2023-04-29,APAC,mid_market,paid_search
A002914,2023-07-05,LATAM,SMB,referral
A002915,2023-08-14,NA,SMB,referral
A002916,2023-03-23,APAC,SMB,partner
A002917,2023-11-22,APAC,SMB,paid_search
A002918,2024-10-25,NA,SMB,referral
A002919,2025-06-28,LATAM,SMB,paid_search
A002920,2025-02-07,EMEA,SMB,referral
A002921,2023-07-11,APAC,SMB,organic
A002922,2025-05-29,NA,SMB,outbound
A002923,2025-07-24,EMEA,enterprise,outbound
A002924,2023-06-13,NA,SMB,paid_search
A002925,2023-06-10,LATAM,SMB,organic
A002926,2025-09-22,LATAM,SMB,referral
A002927,2024-06-30,EMEA,SMB,outbound
A002928,2025-03-30,LATAM,SMB,organic
A002929,2023-09-20,APAC,SMB,organic
A002930,2025-08-02,EMEA,mid_market,paid_search
A002931,2023-07-20,NA,mid_market,paid_search
A002932,2024-04-03,APAC,mid_market,partner
A002933,2025-07-11,NA,mid_market,referral
A002934,2025-02-18,APAC,SMB,partner
A002935,2024-01-05,APAC,mid_market,outbound
A002936,2025-05-13,NA,SMB,paid_search
A002937,2024-07-30,LATAM,SMB,organic
A002938,2024-10-04,APAC,SMB,referral
A002939,2024-03-07,LATAM,SMB,referral
A002940,2025-06-11,APAC,SMB,partner
A002941,2025-05-07,APAC,SMB,partner
A002942,2023-05-25,LATAM,enterprise,outbound
A002943,2023-01-21,NA,mid_market,referral
A002944,2024-12-01,LATAM,SMB,partner
A002945,2023-03-12,LATAM,SMB,partner
A002946,2023-05-19,EMEA,SMB,referral
A002947,2024-02-02,EMEA,mid_market,outbound
A002948,2024-11-16,LATAM,enterprise,organic
A002949,2024-11-16,APAC,SMB,referral
A002950,2023-05-17,LATAM,SMB,partner
A002951,2025-02-23,NA,mid_market,outbound
A002952,2024-07-16,LATAM,SMB,outbound
A002953,2023-03-05,APAC,enterprise,referral
A002954,2024-06-14,EMEA,mid_market,organic
A002955,2025-04-05,EMEA,mid_market,paid_search
A002956,2025-07-09,APAC,SMB,organic
A002957,2024-11-11,NA,SMB,outbound
A002958,2024-09-03,NA,SMB,paid_search
A002959,2025-08-03,APAC,mid_market,organic
A002960,2023-04-02,NA,enterprise,referral
A002961,2023-02-24,EMEA,enterprise,partner
A002962,2024-05-17,APAC,SMB,partner
A002963,2023-04-02,NA,SMB,referral
A002964,2023-09-11,LATAM,SMB,partner
A002965,2024-04-16,NA,SMB,organic
A002966,2023-03-09,NA,SMB,paid_search
A002967,2025-03-20,LATAM,SMB,outbound
A002968,2025-08-14,EMEA,mid_market,outbound
A002969,2023-04-08,APAC,SMB,outbound
A002970,2024-03-08,EMEA,SMB,referral
A002971,2023-01-04,LATAM,mid_market,referral
A002972,2025-08-21,NA,mid_market,referral
A002973,2023-04-18,LATAM,SMB,outbound
A002974,2025-02-22,APAC,SMB,outbound
A002975,2023-09-21,LATAM,SMB,outbound
A002976,2024-09-30,APAC,SMB,partner
A002977,2024-01-25,NA,enterprise,outbound
A002978,2024-01-18,LATAM,mid_market,outbound
A002979,2025-01-04,APAC,SMB,referral
A002980,2024-08-18,NA,SMB,outbound
A002981,2024-08-30,APAC,SMB,partner
A002982,2024-08-17,EMEA,enterprise,referral
A002983,2024-10-16,NA,SMB,outbound
A002984,2023-06-24,NA,mid_market,organic
A002985,2024-08-01,EMEA,SMB,outbound
A002986,2024-10-05,LATAM,mid_market,referral
A002987,2023-06-04,EMEA,mid_market,referral
A002988,2023-08-17,EMEA,SMB,paid_search
A002989,2023-04-14,NA,SMB,outbound
A002990,2025-05-20,APAC,mid_market,paid_search
A002991,2023-03-11,APAC,SMB,outbound
A002992,2024-11-28,NA,SMB,partner
A002993,2024-11-20,NA,SMB,organic
A002994,2024-05-02,LATAM,SMB,outbound
A002995,2024-10-21,EMEA,mid_market,referral
A002996,2025-06-03,EMEA,SMB,referral
A002997,2024-08-31,EMEA,SMB,organic
A002998,2025-04-16,LATAM,mid_market,organic
A002999,2023-10-13,APAC,SMB,organic
A003000,2025-08-20,APAC,SMB,partner
A003001,2023-06-23,NA,SMB,organic
A003002,2023-03-26,EMEA,SMB,outbound
A003003,2023-01-10,EMEA,SMB,paid_search
A003004,2023-03-11,APAC,SMB,paid_search
A003005,2023-03-29,EMEA,SMB,organic
A003006,2024-03-14,EMEA,SMB,paid_search
A003007,2023-10-29,EMEA,enterprise,referral
A003008,2024-11-25,LATAM,SMB,referral
A003009,2023-03-10,LATAM,mid_market,organic
A003010,2024-07-08,EMEA,SMB,referral
A003011,2025-03-07,NA,SMB,outbound
A003012,2025-08-03,LATAM,SMB,partner
A003013,2025-05-03,NA,SMB,paid_search
A003014,2024-08-28,LATAM,SMB,paid_search
A003015,2023-03-05,EMEA,SMB,referral
A003016,2024-06-09,NA,mid_market,outbound
A003017,2025-08-28,APAC,SMB,partner
A003018,2024-01-17,EMEA,SMB,outbound
A003019,2023-10-04,LATAM,SMB,organic
A003020,2024-12-14,APAC,SMB,paid_search
A003021,2025-05-20,LATAM,SMB,outbound
A003022,2024-03-18,NA,SMB,paid_search
A003023,2023-02-04,LATAM,SMB,outbound
A003024,2025-03-28,APAC,SMB,outbound
A003025,2023-05-18,EMEA,mid_market,organic
A003026,2023-01-01,EMEA,SMB,outbound
A003027,2023-02-28,LATAM,mid_market,paid_search
A003028,2025-09-25,APAC,SMB,organic
A003029,2024-05-06,APAC,SMB,referral
A003030,2023-10-09,EMEA,SMB,organic
A003031,2025-01-17,EMEA,mid_market,organic
A003032,2023-09-08,LATAM,SMB,referral
A003033,2024-10-30,LATAM,SMB,organic
A003034,2025-05-15,NA,SMB,paid_search
A003035,2024-03-06,LATAM,SMB,organic
A003036,2024-11-16,APAC,SMB,paid_search
A003037,2024-08-13,EMEA,SMB,partner
A003038,2023-07-18,EMEA,SMB,partner
A003039,2024-04-06,APAC,SMB,organic
A003040,2025-03-29,APAC,mid_market,paid_search
A003041,2024-12-02,EMEA,SMB,referral
A003042,2023-10-30,EMEA,SMB,outbound
A003043,2024-01-13,APAC,SMB,organic
A003044,2025-05-26,EMEA,enterprise,partner
A003045,2023-10-01,LATAM,mid_market,partner
A003046,2023-06-27,APAC,SMB,referral
A003047,2025-06-21,NA,SMB,partner
A003048,2023-11-26,NA,enterprise,partner
A003049,2023-10-08,NA,SMB,organic
A003050,2025-02-04,LATAM,enterprise,outbound
A003051,2024-07-29,LATAM,SMB,referral
A003052,2025-01-23,LATAM,SMB,organic
A003053,2023-04-28,NA,SMB,paid_search
A003054,2024-10-10,NA,SMB,paid_search
A003055,2024-05-08,EMEA,SMB,organic
A003056,2025-02-10,LATAM,SMB,paid_search
A003057,2023-12-09,NA,enterprise,partner
A003058,2023-06-09,LATAM,mid_market,organic
